401 	 Q0 	 FBIS3-18024          	 0       	 1,863.9164 	 lucene
401 	 Q0 	 FT933-13102          	 378     	 940.2083 	 lucene
401 	 Q0 	 FT932-9716           	 379     	 940.1395 	 lucene
401 	 Q0 	 FBIS3-42964          	 380     	 940.0255 	 lucene
401 	 Q0 	 FBIS3-25783          	 381     	 939.8289 	 lucene
401 	 Q0 	 FBIS3-49360          	 382     	 939.5453 	 lucene
401 	 Q0 	 FR940110-1-00047     	 383     	 939.5330 	 lucene
401 	 Q0 	 FR940602-1-00097     	 384     	 939.3820 	 lucene
401 	 Q0 	 FT934-10977          	 385     	 938.6231 	 lucene
401 	 Q0 	 FR940111-0-00019     	 386     	 938.4965 	 lucene
401 	 Q0 	 FBIS3-12972          	 387     	 938.0637 	 lucene
401 	 Q0 	 FT941-6609           	 388     	 937.4226 	 lucene
401 	 Q0 	 FBIS3-57367          	 389     	 937.3946 	 lucene
401 	 Q0 	 FT941-12163          	 390     	 937.2959 	 lucene
401 	 Q0 	 FBIS3-11546          	 391     	 936.9340 	 lucene
401 	 Q0 	 FBIS4-43868          	 392     	 936.9038 	 lucene
401 	 Q0 	 FBIS3-54488          	 393     	 936.8976 	 lucene
401 	 Q0 	 FBIS3-56189          	 394     	 936.8976 	 lucene
401 	 Q0 	 LA111789-0144        	 395     	 936.8875 	 lucene
401 	 Q0 	 LA090390-0102        	 396     	 936.8842 	 lucene
401 	 Q0 	 FR941128-2-00047     	 397     	 936.8419 	 lucene
401 	 Q0 	 FBIS3-45155          	 398     	 936.1528 	 lucene
401 	 Q0 	 FBIS4-15285          	 399     	 935.6970 	 lucene
401 	 Q0 	 FBIS3-31832          	 400     	 935.6514 	 lucene
401 	 Q0 	 FBIS3-55398          	 401     	 935.6235 	 lucene
401 	 Q0 	 FR940603-1-00009     	 402     	 935.3217 	 lucene
401 	 Q0 	 FBIS4-33879          	 403     	 934.2090 	 lucene
401 	 Q0 	 LA050489-0118        	 404     	 934.0396 	 lucene
401 	 Q0 	 FR940912-0-00070     	 405     	 933.3323 	 lucene
401 	 Q0 	 FR940302-2-00026     	 406     	 933.1892 	 lucene
401 	 Q0 	 FBIS3-31694          	 407     	 933.0649 	 lucene
401 	 Q0 	 LA083190-0047        	 408     	 933.0255 	 lucene
401 	 Q0 	 FT932-2111           	 409     	 932.7432 	 lucene
401 	 Q0 	 FBIS4-45736          	 410     	 932.5326 	 lucene
401 	 Q0 	 FBIS4-24822          	 411     	 932.5326 	 lucene
401 	 Q0 	 LA040490-0131        	 412     	 932.0836 	 lucene
401 	 Q0 	 FT933-2075           	 413     	 931.5798 	 lucene
401 	 Q0 	 FR940413-0-00079     	 414     	 930.6323 	 lucene
401 	 Q0 	 FBIS3-36282          	 415     	 930.1882 	 lucene
401 	 Q0 	 FBIS3-41027          	 416     	 930.1882 	 lucene
401 	 Q0 	 FR941202-2-00173     	 417     	 930.1874 	 lucene
401 	 Q0 	 FT942-7624           	 418     	 930.1340 	 lucene
401 	 Q0 	 FR940511-2-00094     	 419     	 929.7827 	 lucene
401 	 Q0 	 FR940503-0-00044     	 420     	 928.7623 	 lucene
401 	 Q0 	 FBIS4-18295          	 421     	 928.6752 	 lucene
401 	 Q0 	 FBIS3-50680          	 422     	 928.5435 	 lucene
401 	 Q0 	 FBIS3-53267          	 423     	 927.7867 	 lucene
401 	 Q0 	 FBIS3-56056          	 424     	 927.3137 	 lucene
401 	 Q0 	 FT944-13933          	 425     	 927.1698 	 lucene
401 	 Q0 	 FBIS4-24249          	 426     	 927.0248 	 lucene
401 	 Q0 	 LA060989-0100        	 427     	 926.4371 	 lucene
401 	 Q0 	 FR940112-0-00046     	 428     	 926.3315 	 lucene
401 	 Q0 	 FBIS4-63022          	 429     	 926.1309 	 lucene
401 	 Q0 	 FBIS4-16605          	 430     	 925.9773 	 lucene
401 	 Q0 	 FBIS3-26069          	 431     	 925.6633 	 lucene
401 	 Q0 	 FBIS4-45071          	 432     	 925.5626 	 lucene
401 	 Q0 	 LA011590-0017        	 433     	 925.5389 	 lucene
401 	 Q0 	 FBIS3-43785          	 434     	 925.5285 	 lucene
401 	 Q0 	 FT933-3276           	 435     	 925.3689 	 lucene
401 	 Q0 	 LA091189-0047        	 436     	 925.1896 	 lucene
401 	 Q0 	 LA012490-0004        	 437     	 924.7625 	 lucene
401 	 Q0 	 LA071090-0001        	 438     	 924.7219 	 lucene
401 	 Q0 	 FR940928-0-00028     	 439     	 924.4759 	 lucene
401 	 Q0 	 LA061290-0133        	 440     	 924.1036 	 lucene
401 	 Q0 	 FBIS4-3905           	 441     	 923.8240 	 lucene
401 	 Q0 	 FBIS3-29410          	 442     	 923.1891 	 lucene
401 	 Q0 	 FR941116-0-00068     	 443     	 922.9669 	 lucene
401 	 Q0 	 LA082989-0032        	 444     	 922.7396 	 lucene
401 	 Q0 	 FR940304-1-00075     	 445     	 922.7014 	 lucene
401 	 Q0 	 FR940707-1-00022     	 446     	 922.6234 	 lucene
401 	 Q0 	 FT942-2223           	 447     	 921.5773 	 lucene
401 	 Q0 	 FBIS3-20188          	 448     	 921.5392 	 lucene
401 	 Q0 	 FBIS4-21342          	 449     	 921.4524 	 lucene
401 	 Q0 	 FR940817-0-00050     	 450     	 921.1483 	 lucene
401 	 Q0 	 FT941-6745           	 451     	 920.9296 	 lucene
401 	 Q0 	 FR940825-1-00085     	 452     	 920.6521 	 lucene
401 	 Q0 	 FT941-6604           	 453     	 919.1628 	 lucene
401 	 Q0 	 FT932-5510           	 454     	 919.0176 	 lucene
401 	 Q0 	 FBIS4-45239          	 455     	 918.9686 	 lucene
401 	 Q0 	 FBIS4-61476          	 456     	 918.8428 	 lucene
401 	 Q0 	 LA092489-0002        	 457     	 918.1642 	 lucene
401 	 Q0 	 FBIS3-59325          	 458     	 917.9647 	 lucene
401 	 Q0 	 FT944-9693           	 459     	 917.9124 	 lucene
401 	 Q0 	 FT941-8428           	 460     	 917.6638 	 lucene
401 	 Q0 	 FBIS4-62915          	 461     	 917.2927 	 lucene
401 	 Q0 	 FBIS4-39993          	 462     	 916.9577 	 lucene
401 	 Q0 	 FT943-2813           	 463     	 916.5747 	 lucene
401 	 Q0 	 FT933-7241           	 464     	 916.4651 	 lucene
401 	 Q0 	 FR940617-2-00164     	 465     	 916.2136 	 lucene
401 	 Q0 	 FT931-9354           	 466     	 916.1948 	 lucene
401 	 Q0 	 FR941004-2-00085     	 467     	 915.6920 	 lucene
401 	 Q0 	 LA102990-0078        	 468     	 915.5837 	 lucene
401 	 Q0 	 LA021389-0062        	 469     	 915.4933 	 lucene
401 	 Q0 	 FT924-3284           	 470     	 915.4351 	 lucene
401 	 Q0 	 FT923-11375          	 471     	 915.1592 	 lucene
401 	 Q0 	 FR940504-1-00059     	 472     	 914.9579 	 lucene
401 	 Q0 	 FBIS4-34315          	 473     	 914.7891 	 lucene
401 	 Q0 	 FR940228-1-00055     	 474     	 914.5219 	 lucene
401 	 Q0 	 FR940825-1-00083     	 475     	 914.4543 	 lucene
401 	 Q0 	 FR940513-1-00019     	 476     	 914.2626 	 lucene
401 	 Q0 	 LA060990-0020        	 477     	 914.2210 	 lucene
401 	 Q0 	 FBIS3-8422           	 478     	 914.2054 	 lucene
401 	 Q0 	 FT923-3799           	 479     	 914.1733 	 lucene
401 	 Q0 	 FBIS4-14606          	 480     	 914.0686 	 lucene
401 	 Q0 	 FBIS3-36471          	 481     	 913.7056 	 lucene
401 	 Q0 	 FR940817-0-00062     	 482     	 913.5414 	 lucene
401 	 Q0 	 LA021990-0097        	 483     	 913.3925 	 lucene
401 	 Q0 	 LA080290-0041        	 484     	 913.0150 	 lucene
401 	 Q0 	 FBIS4-28387          	 485     	 912.7693 	 lucene
401 	 Q0 	 FBIS3-51388          	 486     	 912.6682 	 lucene
401 	 Q0 	 LA081890-0016        	 487     	 912.5833 	 lucene
401 	 Q0 	 FR941206-2-00094     	 488     	 912.4913 	 lucene
401 	 Q0 	 FR940617-2-00165     	 489     	 912.2303 	 lucene
401 	 Q0 	 FT924-7483           	 490     	 912.1827 	 lucene
401 	 Q0 	 LA090790-0122        	 491     	 911.6731 	 lucene
401 	 Q0 	 FBIS4-21846          	 492     	 911.5438 	 lucene
401 	 Q0 	 FBIS4-5033           	 493     	 911.5438 	 lucene
401 	 Q0 	 LA121290-0096        	 494     	 910.3508 	 lucene
401 	 Q0 	 FT932-6194           	 495     	 910.2015 	 lucene
401 	 Q0 	 FR941221-0-00043     	 496     	 910.0259 	 lucene
401 	 Q0 	 FBIS4-21887          	 497     	 909.9137 	 lucene
401 	 Q0 	 FT943-5289           	 498     	 909.6428 	 lucene
401 	 Q0 	 FR940303-0-00020     	 499     	 909.1625 	 lucene
401 	 Q0 	 FBIS4-9864           	 500     	 909.0381 	 lucene
401 	 Q0 	 LA030989-0111        	 501     	 909.0155 	 lucene
401 	 Q0 	 LA052690-0004        	 502     	 908.7228 	 lucene
401 	 Q0 	 FT911-2078           	 503     	 908.5361 	 lucene
401 	 Q0 	 LA030290-0058        	 504     	 907.9470 	 lucene
401 	 Q0 	 FBIS3-55054          	 505     	 907.8304 	 lucene
401 	 Q0 	 FBIS4-7646           	 506     	 907.8234 	 lucene
401 	 Q0 	 FBIS4-57748          	 507     	 907.1334 	 lucene
401 	 Q0 	 FBIS4-48368          	 508     	 906.9674 	 lucene
401 	 Q0 	 FT922-3575           	 509     	 906.8572 	 lucene
401 	 Q0 	 FBIS3-50769          	 510     	 906.7783 	 lucene
401 	 Q0 	 FBIS3-55248          	 511     	 906.7668 	 lucene
401 	 Q0 	 FT932-1400           	 512     	 906.5327 	 lucene
401 	 Q0 	 FBIS3-33174          	 513     	 906.3020 	 lucene
401 	 Q0 	 FBIS3-48415          	 514     	 906.0303 	 lucene
401 	 Q0 	 FBIS3-16536          	 515     	 905.3781 	 lucene
401 	 Q0 	 FBIS4-3065           	 516     	 905.3141 	 lucene
401 	 Q0 	 LA122490-0004        	 517     	 904.8806 	 lucene
401 	 Q0 	 FT924-8787           	 518     	 904.8636 	 lucene
401 	 Q0 	 FBIS4-8586           	 519     	 904.6068 	 lucene
401 	 Q0 	 FR940516-2-00133     	 520     	 904.1896 	 lucene
401 	 Q0 	 FT942-12573          	 521     	 904.0082 	 lucene
401 	 Q0 	 FR940513-2-00089     	 522     	 903.8845 	 lucene
401 	 Q0 	 FR940526-0-00027     	 523     	 903.6823 	 lucene
401 	 Q0 	 FT944-16206          	 524     	 903.5982 	 lucene
401 	 Q0 	 FBIS3-33783          	 525     	 903.3059 	 lucene
401 	 Q0 	 FBIS4-3749           	 526     	 903.2668 	 lucene
401 	 Q0 	 FT932-16513          	 527     	 902.9865 	 lucene
401 	 Q0 	 LA022289-0042        	 528     	 902.9230 	 lucene
401 	 Q0 	 FR940817-0-00048     	 529     	 902.9155 	 lucene
401 	 Q0 	 FR940706-2-00090     	 530     	 902.7698 	 lucene
401 	 Q0 	 FT931-10513          	 531     	 902.1821 	 lucene
401 	 Q0 	 FR940504-2-00098     	 532     	 902.1669 	 lucene
401 	 Q0 	 FT934-11848          	 533     	 902.0657 	 lucene
401 	 Q0 	 FBIS3-39835          	 534     	 901.7438 	 lucene
401 	 Q0 	 FT934-12831          	 535     	 901.6548 	 lucene
401 	 Q0 	 FBIS4-44309          	 536     	 901.4114 	 lucene
401 	 Q0 	 FBIS4-17431          	 537     	 901.3933 	 lucene
401 	 Q0 	 FR940825-1-00065     	 538     	 901.2258 	 lucene
401 	 Q0 	 LA101189-0038        	 539     	 901.0288 	 lucene
401 	 Q0 	 LA061390-0040        	 540     	 900.9005 	 lucene
401 	 Q0 	 LA032889-0007        	 541     	 900.8375 	 lucene
401 	 Q0 	 FBIS4-6771           	 542     	 900.5541 	 lucene
401 	 Q0 	 FT924-4344           	 543     	 900.5213 	 lucene
401 	 Q0 	 LA012589-0081        	 544     	 900.4765 	 lucene
401 	 Q0 	 LA081090-0084        	 545     	 900.4764 	 lucene
401 	 Q0 	 FBIS3-32892          	 546     	 900.0458 	 lucene
401 	 Q0 	 FBIS4-19066          	 547     	 899.0187 	 lucene
401 	 Q0 	 LA011490-0111        	 548     	 898.9435 	 lucene
401 	 Q0 	 FBIS4-55123          	 549     	 898.9313 	 lucene
401 	 Q0 	 LA022490-0167        	 550     	 898.8205 	 lucene
401 	 Q0 	 LA112190-0033        	 551     	 898.7906 	 lucene
401 	 Q0 	 FT923-3818           	 552     	 898.4583 	 lucene
401 	 Q0 	 FR940805-1-00027     	 553     	 898.0421 	 lucene
401 	 Q0 	 FR940811-2-00104     	 554     	 897.7853 	 lucene
401 	 Q0 	 LA122890-0124        	 555     	 897.4637 	 lucene
401 	 Q0 	 LA120990-0199        	 556     	 897.0103 	 lucene
401 	 Q0 	 LA060890-0171        	 557     	 896.0410 	 lucene
401 	 Q0 	 FBIS3-32885          	 558     	 896.0068 	 lucene
401 	 Q0 	 FBIS3-41386          	 559     	 895.8809 	 lucene
401 	 Q0 	 FR940825-1-00092     	 560     	 895.8403 	 lucene
401 	 Q0 	 FBIS3-49643          	 561     	 895.8285 	 lucene
401 	 Q0 	 FR941007-2-00139     	 562     	 895.4902 	 lucene
401 	 Q0 	 LA092989-0007        	 563     	 895.1104 	 lucene
401 	 Q0 	 FR940607-1-00008     	 564     	 894.6185 	 lucene
401 	 Q0 	 LA101989-0008        	 565     	 894.5903 	 lucene
401 	 Q0 	 LA010589-0021        	 566     	 894.5563 	 lucene
401 	 Q0 	 FT923-6593           	 567     	 894.2480 	 lucene
401 	 Q0 	 FR940217-1-00147     	 568     	 894.2004 	 lucene
401 	 Q0 	 FT944-16768          	 569     	 893.9477 	 lucene
401 	 Q0 	 LA111790-0026        	 570     	 893.9465 	 lucene
401 	 Q0 	 FR940503-0-00048     	 571     	 893.6776 	 lucene
401 	 Q0 	 LA112990-0230        	 572     	 893.5295 	 lucene
401 	 Q0 	 FR941221-2-00116     	 573     	 893.3107 	 lucene
401 	 Q0 	 FT944-17986          	 574     	 892.8512 	 lucene
401 	 Q0 	 FR941028-0-00072     	 575     	 892.7599 	 lucene
401 	 Q0 	 FBIS4-9437           	 576     	 892.7487 	 lucene
401 	 Q0 	 FBIS4-5320           	 577     	 892.5847 	 lucene
401 	 Q0 	 LA122990-0082        	 578     	 892.5253 	 lucene
401 	 Q0 	 FR940627-2-00035     	 579     	 892.4775 	 lucene
401 	 Q0 	 FBIS3-39889          	 580     	 892.3346 	 lucene
401 	 Q0 	 FT944-13593          	 581     	 892.1849 	 lucene
401 	 Q0 	 FBIS4-49456          	 582     	 890.2662 	 lucene
401 	 Q0 	 FR940504-2-00014     	 583     	 889.9749 	 lucene
401 	 Q0 	 FR940114-2-00135     	 584     	 889.7428 	 lucene
401 	 Q0 	 FR940114-2-00138     	 585     	 889.7428 	 lucene
401 	 Q0 	 FT932-5626           	 586     	 889.3853 	 lucene
401 	 Q0 	 FR940114-1-00097     	 587     	 889.2750 	 lucene
401 	 Q0 	 FR940706-0-00020     	 588     	 889.0489 	 lucene
401 	 Q0 	 FT922-4102           	 589     	 888.5087 	 lucene
401 	 Q0 	 FR940503-0-00046     	 590     	 888.1124 	 lucene
401 	 Q0 	 FBIS4-34223          	 591     	 887.9816 	 lucene
401 	 Q0 	 FR940516-1-00002     	 592     	 887.9053 	 lucene
401 	 Q0 	 FBIS4-54321          	 593     	 887.8683 	 lucene
401 	 Q0 	 LA021289-0050        	 594     	 886.9109 	 lucene
401 	 Q0 	 LA061990-0124        	 595     	 886.4659 	 lucene
401 	 Q0 	 FT931-9196           	 596     	 886.2422 	 lucene
401 	 Q0 	 FBIS4-41702          	 597     	 885.8790 	 lucene
401 	 Q0 	 FBIS4-63720          	 598     	 885.4904 	 lucene
401 	 Q0 	 FR941007-0-00018     	 599     	 885.4901 	 lucene
401 	 Q0 	 FT931-10985          	 600     	 885.4730 	 lucene
401 	 Q0 	 FT924-5835           	 601     	 885.3375 	 lucene
401 	 Q0 	 FT934-14960          	 602     	 885.2637 	 lucene
401 	 Q0 	 FBIS3-39301          	 603     	 885.1131 	 lucene
401 	 Q0 	 FBIS4-54718          	 604     	 885.0184 	 lucene
401 	 Q0 	 FR940805-0-00025     	 605     	 884.7322 	 lucene
401 	 Q0 	 FR940617-0-00070     	 606     	 883.5993 	 lucene
401 	 Q0 	 FBIS4-55036          	 607     	 883.3469 	 lucene
401 	 Q0 	 FBIS3-36719          	 608     	 882.9090 	 lucene
401 	 Q0 	 FBIS4-16556          	 609     	 882.9090 	 lucene
401 	 Q0 	 FT922-6487           	 610     	 882.8338 	 lucene
401 	 Q0 	 FR940617-2-00166     	 611     	 882.8179 	 lucene
401 	 Q0 	 FBIS3-18410          	 612     	 882.2251 	 lucene
401 	 Q0 	 LA062290-0050        	 613     	 882.2160 	 lucene
401 	 Q0 	 LA100190-0022        	 614     	 882.1583 	 lucene
401 	 Q0 	 LA090689-0100        	 615     	 882.0577 	 lucene
401 	 Q0 	 FR940114-1-00060     	 616     	 881.1188 	 lucene
401 	 Q0 	 FBIS3-45511          	 617     	 880.9499 	 lucene
401 	 Q0 	 FR941221-1-00009     	 618     	 880.8949 	 lucene
401 	 Q0 	 FR940926-2-00068     	 619     	 880.3843 	 lucene
401 	 Q0 	 FBIS3-39366          	 620     	 880.1643 	 lucene
401 	 Q0 	 FBIS3-27340          	 621     	 880.1349 	 lucene
401 	 Q0 	 LA082789-0124        	 622     	 878.7712 	 lucene
401 	 Q0 	 FR940314-1-00049     	 623     	 878.5999 	 lucene
401 	 Q0 	 FR940216-0-00130     	 624     	 878.2542 	 lucene
401 	 Q0 	 FBIS4-17641          	 625     	 878.2429 	 lucene
401 	 Q0 	 LA082489-0019        	 626     	 877.8416 	 lucene
401 	 Q0 	 FBIS3-49205          	 627     	 877.7796 	 lucene
401 	 Q0 	 FBIS4-26398          	 628     	 877.7160 	 lucene
401 	 Q0 	 FT924-11216          	 629     	 877.6741 	 lucene
401 	 Q0 	 FBIS3-57124          	 630     	 877.5436 	 lucene
401 	 Q0 	 FR940622-1-00025     	 631     	 877.4532 	 lucene
401 	 Q0 	 LA052690-0102        	 632     	 877.2676 	 lucene
401 	 Q0 	 FBIS4-40             	 633     	 877.2345 	 lucene
401 	 Q0 	 FT932-595            	 634     	 876.9622 	 lucene
401 	 Q0 	 FR941122-0-00013     	 635     	 876.9177 	 lucene
401 	 Q0 	 FR940513-1-00021     	 636     	 876.8376 	 lucene
401 	 Q0 	 FR940119-1-00048     	 637     	 876.8193 	 lucene
401 	 Q0 	 FR940407-0-00090     	 638     	 876.8138 	 lucene
401 	 Q0 	 FBIS4-50181          	 639     	 876.7084 	 lucene
401 	 Q0 	 FBIS4-56751          	 640     	 876.5844 	 lucene
401 	 Q0 	 FT922-4973           	 641     	 876.4436 	 lucene
401 	 Q0 	 FR940426-1-00079     	 642     	 876.1162 	 lucene
401 	 Q0 	 FBIS3-2554           	 643     	 876.0402 	 lucene
401 	 Q0 	 LA021590-0167        	 644     	 875.8618 	 lucene
401 	 Q0 	 LA081389-0170        	 645     	 875.6793 	 lucene
401 	 Q0 	 FT923-2968           	 646     	 875.6157 	 lucene
401 	 Q0 	 FT932-1402           	 647     	 875.5560 	 lucene
401 	 Q0 	 FBIS4-10990          	 648     	 875.4685 	 lucene
401 	 Q0 	 LA033190-0070        	 649     	 875.2111 	 lucene
401 	 Q0 	 FT922-6669           	 650     	 875.1737 	 lucene
401 	 Q0 	 LA091989-0010        	 651     	 875.0916 	 lucene
401 	 Q0 	 FBIS4-3889           	 652     	 874.4793 	 lucene
401 	 Q0 	 FT924-8670           	 653     	 874.4030 	 lucene
401 	 Q0 	 FBIS4-66589          	 654     	 874.2022 	 lucene
401 	 Q0 	 FBIS4-65064          	 655     	 874.0782 	 lucene
401 	 Q0 	 FBIS3-38290          	 656     	 874.0753 	 lucene
401 	 Q0 	 LA111689-0001        	 657     	 873.9099 	 lucene
401 	 Q0 	 FT933-13479          	 658     	 873.7286 	 lucene
401 	 Q0 	 LA112789-0016        	 659     	 873.5884 	 lucene
401 	 Q0 	 FT941-1053           	 660     	 873.4485 	 lucene
401 	 Q0 	 FT944-11850          	 661     	 873.3997 	 lucene
401 	 Q0 	 FR940830-1-00067     	 662     	 872.8795 	 lucene
401 	 Q0 	 LA011990-0101        	 663     	 872.7778 	 lucene
401 	 Q0 	 FT923-4061           	 664     	 872.6766 	 lucene
401 	 Q0 	 FR940324-1-00019     	 665     	 872.6567 	 lucene
401 	 Q0 	 LA050989-0107        	 666     	 872.5231 	 lucene
401 	 Q0 	 LA121989-0092        	 667     	 871.8700 	 lucene
401 	 Q0 	 FBIS3-10511          	 668     	 871.6270 	 lucene
401 	 Q0 	 FBIS3-2918           	 669     	 871.2421 	 lucene
401 	 Q0 	 FR941202-2-00219     	 670     	 870.6259 	 lucene
401 	 Q0 	 FBIS4-15517          	 671     	 870.3997 	 lucene
401 	 Q0 	 FBIS3-34144          	 672     	 870.3109 	 lucene
401 	 Q0 	 FBIS4-47083          	 673     	 870.1946 	 lucene
401 	 Q0 	 FT924-11409          	 674     	 870.0007 	 lucene
401 	 Q0 	 LA101090-0015        	 675     	 869.9907 	 lucene
401 	 Q0 	 LA082489-0128        	 676     	 869.9705 	 lucene
401 	 Q0 	 FBIS3-42028          	 677     	 869.9608 	 lucene
401 	 Q0 	 FBIS3-40947          	 678     	 869.9608 	 lucene
401 	 Q0 	 FBIS3-56996          	 679     	 869.9608 	 lucene
401 	 Q0 	 FBIS4-16817          	 680     	 869.9459 	 lucene
401 	 Q0 	 FBIS3-27513          	 681     	 869.5961 	 lucene
401 	 Q0 	 FBIS3-36884          	 682     	 869.0431 	 lucene
401 	 Q0 	 FR940817-2-00026     	 683     	 868.8622 	 lucene
401 	 Q0 	 FR940825-1-00052     	 684     	 868.8483 	 lucene
401 	 Q0 	 LA091489-0048        	 685     	 868.7628 	 lucene
401 	 Q0 	 FBIS4-46996          	 686     	 868.7020 	 lucene
401 	 Q0 	 FBIS4-62200          	 687     	 868.4975 	 lucene
401 	 Q0 	 FR940111-0-00028     	 688     	 868.4270 	 lucene
401 	 Q0 	 FR940516-1-00036     	 689     	 868.1154 	 lucene
401 	 Q0 	 FT924-9865           	 690     	 868.0727 	 lucene
401 	 Q0 	 LA062190-0126        	 691     	 867.9863 	 lucene
401 	 Q0 	 LA021289-0135        	 692     	 867.9726 	 lucene
401 	 Q0 	 FT922-2564           	 693     	 867.8323 	 lucene
401 	 Q0 	 FR940207-1-00002     	 694     	 867.4614 	 lucene
401 	 Q0 	 FR940223-1-00050     	 695     	 867.4108 	 lucene
401 	 Q0 	 FBIS4-22717          	 696     	 867.4001 	 lucene
401 	 Q0 	 FBIS3-49532          	 697     	 867.2673 	 lucene
401 	 Q0 	 FT941-16959          	 698     	 867.2615 	 lucene
401 	 Q0 	 FR940111-0-00017     	 699     	 867.1887 	 lucene
401 	 Q0 	 LA080789-0047        	 700     	 867.1370 	 lucene
401 	 Q0 	 FBIS3-36704          	 701     	 867.0091 	 lucene
401 	 Q0 	 LA073190-0004        	 702     	 866.9541 	 lucene
401 	 Q0 	 FBIS4-15457          	 703     	 866.9501 	 lucene
401 	 Q0 	 FBIS3-46356          	 704     	 866.8631 	 lucene
401 	 Q0 	 FBIS3-8526           	 705     	 866.8387 	 lucene
401 	 Q0 	 FBIS4-38815          	 706     	 866.7475 	 lucene
401 	 Q0 	 FR941007-0-00028     	 707     	 866.4169 	 lucene
401 	 Q0 	 FT942-9962           	 708     	 866.2545 	 lucene
401 	 Q0 	 FBIS3-57306          	 709     	 866.2070 	 lucene
401 	 Q0 	 FBIS4-43213          	 710     	 866.0902 	 lucene
401 	 Q0 	 FBIS3-42021          	 711     	 866.0339 	 lucene
401 	 Q0 	 FBIS3-56486          	 712     	 866.0339 	 lucene
401 	 Q0 	 FR940325-2-00073     	 713     	 865.9645 	 lucene
401 	 Q0 	 FT944-10571          	 714     	 865.9320 	 lucene
401 	 Q0 	 FT943-5117           	 715     	 865.7699 	 lucene
401 	 Q0 	 FBIS4-3680           	 716     	 865.6211 	 lucene
401 	 Q0 	 FBIS4-31881          	 717     	 865.6173 	 lucene
401 	 Q0 	 FR940503-0-00072     	 718     	 865.1623 	 lucene
401 	 Q0 	 FR940831-2-00092     	 719     	 865.1373 	 lucene
401 	 Q0 	 FBIS4-23477          	 720     	 864.8917 	 lucene
401 	 Q0 	 LA072790-0155        	 721     	 864.5076 	 lucene
401 	 Q0 	 LA020289-0204        	 722     	 864.4789 	 lucene
401 	 Q0 	 LA080689-0167        	 723     	 864.1096 	 lucene
401 	 Q0 	 LA113089-0189        	 724     	 863.9420 	 lucene
401 	 Q0 	 FBIS4-15343          	 725     	 863.7065 	 lucene
401 	 Q0 	 LA122990-0070        	 726     	 863.5012 	 lucene
401 	 Q0 	 FT922-14210          	 727     	 863.3655 	 lucene
401 	 Q0 	 FBIS3-42872          	 728     	 863.1177 	 lucene
401 	 Q0 	 FT923-9732           	 729     	 863.0573 	 lucene
401 	 Q0 	 FT922-3179           	 730     	 862.8542 	 lucene
401 	 Q0 	 FR940111-0-00036     	 731     	 862.8260 	 lucene
401 	 Q0 	 FT944-8162           	 732     	 862.5451 	 lucene
401 	 Q0 	 FR940610-2-00219     	 733     	 862.4698 	 lucene
401 	 Q0 	 FBIS4-7054           	 734     	 862.4520 	 lucene
401 	 Q0 	 FT944-18799          	 735     	 862.2150 	 lucene
401 	 Q0 	 FBIS3-47853          	 736     	 862.1987 	 lucene
401 	 Q0 	 FT924-11400          	 737     	 861.7015 	 lucene
401 	 Q0 	 FT922-9616           	 738     	 861.5701 	 lucene
401 	 Q0 	 FR940825-1-00032     	 739     	 860.6425 	 lucene
401 	 Q0 	 FR940303-2-00227     	 740     	 860.6397 	 lucene
401 	 Q0 	 LA033190-0095        	 741     	 859.4924 	 lucene
401 	 Q0 	 LA112390-0033        	 742     	 859.1499 	 lucene
401 	 Q0 	 FT941-4427           	 743     	 858.8541 	 lucene
401 	 Q0 	 FT932-5671           	 744     	 858.6767 	 lucene
401 	 Q0 	 FBIS4-42750          	 745     	 858.4827 	 lucene
401 	 Q0 	 FBIS4-65947          	 746     	 858.4016 	 lucene
401 	 Q0 	 LA010489-0083        	 747     	 857.8104 	 lucene
401 	 Q0 	 FBIS3-36752          	 748     	 857.7512 	 lucene
401 	 Q0 	 LA031390-0034        	 749     	 857.6262 	 lucene
401 	 Q0 	 FT942-14788          	 750     	 857.5893 	 lucene
401 	 Q0 	 FR941007-1-00013     	 751     	 857.4740 	 lucene
401 	 Q0 	 FR940825-1-00091     	 752     	 857.3850 	 lucene
401 	 Q0 	 FT924-4823           	 753     	 857.2211 	 lucene
401 	 Q0 	 FR940727-0-00079     	 754     	 857.1586 	 lucene
401 	 Q0 	 FR940516-1-00007     	 755     	 856.9548 	 lucene
401 	 Q0 	 FT924-11066          	 756     	 856.9227 	 lucene
401 	 Q0 	 LA042690-0221        	 757     	 856.8688 	 lucene
401 	 Q0 	 FR940707-1-00015     	 758     	 856.3159 	 lucene
401 	 Q0 	 FR941205-0-00017     	 759     	 856.1545 	 lucene
401 	 Q0 	 FR940805-1-00031     	 760     	 856.1219 	 lucene
401 	 Q0 	 FT911-428            	 761     	 855.9637 	 lucene
401 	 Q0 	 FR940825-1-00122     	 762     	 855.8580 	 lucene
401 	 Q0 	 FT922-9036           	 763     	 855.8275 	 lucene
401 	 Q0 	 FBIS3-55935          	 764     	 855.4316 	 lucene
401 	 Q0 	 FBIS4-66265          	 765     	 855.3393 	 lucene
401 	 Q0 	 FR941222-1-00066     	 766     	 855.2241 	 lucene
401 	 Q0 	 FBIS4-4316           	 767     	 855.0868 	 lucene
401 	 Q0 	 FT911-5040           	 768     	 854.9042 	 lucene
